fn,bbox
166.tif,"[[121, -8, 153, 24], [186, 9, 218, 41], [116, 120, 148, 152], [41, 167, 73, 199], [30, 61, 62, 93], [63, 20, 95, 52], [92, 198, 124, 230]]"
167.tif,"[[39, -12, 71, 20], [131, -11, 163, 21], [188, 64, 220, 96], [123, 34, 155, 66], [64, 43, 96, 75], [179, 194, 211, 226], [139, 148, 171, 180], [88, 145, 120, 177], [79, 190, 111, 222], [-8, 182, 24, 214], [-5, 128, 27, 160]]"
168.tif,"[[183, 42, 215, 74], [118, 12, 150, 44], [58, 21, 90, 53], [174, 172, 206, 204], [134, 126, 166, 158], [83, 123, 115, 155], [74, 168, 106, 200], [-13, 160, 19, 192], [-10, 106, 22, 138]]"
169.tif,"[[183, 15, 215, 47], [195, 189, 227, 221], [83, 11, 115, 43], [103, 112, 135, 144], [23, 172, 55, 204], [11, 55, 43, 87], [-4, 3, 28, 35]]"
170.tif,"[[124, 7, 156, 39], [144, 108, 176, 140], [64, 167, 96, 199], [52, 51, 84, 83], [37, -1, 69, 31]]"
171.tif,"[[126, 53, 158, 85], [157, 179, 189, 211], [46, 112, 78, 144], [34, -4, 66, 28]]"
172.tif,"[[168, 114, 200, 146], [156, -3, 188, 29]]"
173.tif,"[[171, 17, 203, 49], [162, 62, 194, 94], [181, 163, 213, 195], [90, 105, 122, 137], [75, 53, 107, 85], [78, 0, 110, 32]]"
174.tif,"[[185, 74, 217, 106], [134, 71, 166, 103], [125, 116, 157, 148], [53, 160, 85, 192], [38, 108, 70, 140], [42, 54, 74, 86]]"
175.tif,"[[75, -12, 107, 20], [167, -11, 199, 21], [160, 34, 192, 66], [100, 43, 132, 75], [175, 148, 207, 180], [124, 145, 156, 177], [115, 190, 147, 222], [28, 182, 60, 214], [32, 128, 64, 160]]"
176.tif,"[[169, 9, 201, 41], [94, 56, 126, 88], [22, 0, 54, 32], [146, 88, 178, 120], [178, 133, 210, 165], [100, 201, 132, 233]]"
177.tif,"[[125, 40, 157, 72], [51, 86, 83, 118], [102, 118, 134, 150], [135, 164, 167, 196]]"
178.tif,"[[90, 11, 122, 43], [4, 105, 36, 137], [94, 65, 126, 97], [115, 128, 147, 160], [166, 200, 198, 232]]"
179.tif,"[[20, 11, 52, 43], [71, 83, 103, 115], [146, 139, 178, 171]]"
180.tif,"[[95, 27, 127, 59], [146, 99, 178, 131], [-7, 201, 25, 233]]"
181.tif,"[[94, 56, 126, 88], [172, 93, 204, 125], [16, 84, 48, 116], [44, 140, 76, 172], [121, 178, 153, 210]]"
182.tif,"[[49, 32, 81, 64], [96, 72, 128, 104], [111, 134, 143, 166], [137, 160, 169, 192], [41, 140, 73, 172]]"
183.tif,"[[204, -6, 236, 26], [15, 41, 47, 73], [61, 81, 93, 113], [76, 143, 108, 175], [102, 169, 134, 201], [6, 149, 38, 181]]"
184.tif,"[[-14, 12, 18, 44], [32, 52, 64, 84], [47, 114, 79, 146], [74, 140, 106, 172], [96, 197, 128, 229], [-13, 190, 19, 222]]"
185.tif,"[[26, 60, 58, 92], [41, 122, 73, 154], [67, 148, 99, 180], [89, 205, 121, 237]]"
186.tif,"[[26, -15, 58, 17], [41, 48, 73, 80], [68, 74, 100, 106], [90, 130, 122, 162], [56, 181, 88, 213], [145, 159, 177, 191]]"
187.tif,"[[198, 8, 230, 40], [144, 76, 176, 108], [153, 147, 185, 179], [110, 156, 142, 188], [79, 117, 111, 149], [31, 66, 63, 98], [32, 6, 64, 38]]"
188.tif,"[[132, 32, 164, 64], [159, 58, 191, 90], [181, 114, 213, 146], [63, 38, 95, 70], [72, 108, 104, 140], [29, 117, 61, 149], [-2, 78, 30, 110], [147, 166, 179, 198], [66, 205, 98, 237]]"
189.tif,"[[153, 2, 185, 34], [110, 11, 142, 43], [198, 166, 230, 198], [147, 99, 179, 131], [38, 67, 70, 99], [8, 160, 40, 192]]"
190.tif,"[[206, 9, 238, 41], [110, -11, 142, 21], [119, 59, 151, 91], [76, 68, 108, 100], [45, 29, 77, 61], [194, 117, 226, 149], [113, 156, 145, 188], [4, 124, 36, 156]]"
191.tif,"[[204, 42, 236, 74], [70, 41, 102, 73], [36, 92, 68, 124], [125, 70, 157, 102], [153, 126, 185, 158], [175, 206, 207, 238], [69, 164, 101, 196], [6, 198, 38, 230]]"
192.tif,"[[38, 112, 70, 144], [110, 7, 142, 39], [116, 148, 148, 180], [-12, 196, 20, 228]]"
193.tif,"[[9, 74, 41, 106]]"
194.tif,"[[117, 21, 149, 53], [8, 14, 40, 46], [83, 72, 115, 104], [173, 49, 205, 81], [201, 106, 233, 138], [116, 144, 148, 176], [148, 207, 180, 239], [54, 178, 86, 210], [2, 111, 34, 143]]"
195.tif,"[[83, 32, 115, 64], [160, 69, 192, 101], [105, 111, 137, 143], [-1, 70, 31, 102], [171, 142, 203, 174], [119, 152, 151, 184], [30, 132, 62, 164]]"
196.tif,"[[148, 11, 180, 43], [14, 10, 46, 42], [70, 38, 102, 70], [98, 95, 130, 127], [175, 132, 207, 164], [120, 175, 152, 207], [13, 133, 45, 165], [186, 205, 218, 237], [45, 196, 77, 228]]"
197.tif,"[[94, 22, 126, 54], [171, 59, 203, 91], [15, 50, 47, 82], [43, 107, 75, 139], [120, 144, 152, 176], [65, 186, 97, 218], [-10, 207, 22, 239]]"
198.tif,"[[149, -10, 181, 22], [171, 47, 203, 79], [62, 40, 94, 72], [19, 50, 51, 82], [-12, 11, 20, 43], [137, 98, 169, 130], [170, 170, 202, 202], [108, 205, 140, 237], [56, 138, 88, 170]]"
199.tif,"[[24, 15, 56, 47], [97, 114, 129, 146], [35, 88, 67, 120]]"
200.tif,"[[166, -15, 198, 17], [111, 28, 143, 60], [5, -14, 37, 18], [177, 58, 209, 90], [125, 68, 157, 100], [36, 49, 68, 81], [20, 153, 52, 185]]"
201.tif,"[[6, -1, 38, 31], [84, 36, 116, 68], [28, 78, 60, 110], [156, 135, 188, 167], [95, 109, 127, 141], [43, 119, 75, 151]]"
202.tif,"[[30, -14, 62, 18], [147, 20, 179, 52], [169, 100, 201, 132], [63, 58, 95, 90], [183, 141, 215, 173], [94, 121, 126, 153], [0, 93, 32, 125]]"
203.tif,"[[157, 25, 189, 57], [139, 90, 171, 122], [93, 135, 125, 167], [58, 35, 90, 67]]"
204.tif,"[[130, 7, 162, 39], [85, 52, 117, 84], [64, 138, 96, 170]]"
205.tif,"[[81, 7, 113, 39], [61, 93, 93, 125]]"
206.tif,"[[178, -1, 210, 31], [132, 44, 164, 76], [112, 130, 144, 162]]"
207.tif,"[[207, 202, 239, 234], [126, 146, 158, 178], [96, 67, 128, 99], [147, 3, 179, 35], [41, 48, 73, 80], [24, 171, 56, 203], [8, 202, 40, 234]]"
208.tif,"[[156, 41, 188, 73], [188, 104, 220, 136], [43, 139, 75, 171], [93, 75, 125, 107], [-13, 120, 19, 152], [42, 8, 74, 40]]"
209.tif,"[[149, 161, 181, 193], [120, 82, 152, 114], [170, 18, 202, 50], [64, 63, 96, 95], [47, 186, 79, 218]]"
210.tif,"[[144, 181, 176, 213], [114, 102, 146, 134], [165, 38, 197, 70], [58, 83, 90, 115], [42, 207, 74, 239]]"
211.tif,"[[205, -1, 237, 31], [103, 25, 135, 57], [88, 56, 120, 88]]"
212.tif,"[[161, 12, 193, 44], [146, 43, 178, 75]]"
213.tif,"[[189, 10, 221, 42], [108, 180, 140, 212], [159, 116, 191, 148], [52, 161, 84, 193], [108, 49, 140, 81], [-1, 17, 31, 49]]"
214.tif,"[[195, 9, 227, 41], [186, 118, 218, 150], [195, 188, 227, 220], [153, 197, 185, 229], [121, 158, 153, 190], [74, 108, 106, 140], [22, 1, 54, 33], [75, 47, 107, 79]]"
215.tif,"[[191, 171, 223, 203], [137, 27, 169, 59], [107, 120, 139, 152], [19, 156, 51, 188], [43, 43, 75, 75], [19, 9, 51, 41], [43, -9, 75, 23]]"
216.tif,"[[206, 206, 238, 238], [139, 32, 171, 64], [51, 68, 83, 100]]"
217.tif,"[[184, 123, 216, 155], [207, 10, 239, 42], [82, 2, 114, 34]]"
218.tif,"[[184, -5, 216, 27], [144, 89, 176, 121], [114, 182, 146, 214], [49, 105, 81, 137], [26, 71, 58, 103], [50, 53, 82, 85], [27, 12, 59, 44], [-9, 26, 23, 58]]"
219.tif,"[[192, 120, 224, 152], [168, 85, 200, 117], [192, 68, 224, 100], [169, 26, 201, 58], [133, 40, 165, 72], [66, 111, 98, 143], [-7, 58, 25, 90], [89, -8, 121, 24]]"
220.tif,"[[184, -4, 216, 28], [190, 141, 222, 173], [96, 157, 128, 189], [72, 123, 104, 155], [97, 105, 129, 137], [73, 64, 105, 96], [37, 78, 69, 110], [-6, 30, 26, 62], [49, 18, 81, 50]]"
221.tif,"[[141, 177, 173, 209], [106, 191, 138, 223], [62, 143, 94, 175], [117, 131, 149, 163], [80, 85, 112, 117], [158, 60, 190, 92], [137, 8, 169, 40], [200, 3, 232, 35], [0, 99, 32, 131]]"
222.tif,"[[198, 83, 230, 115], [168, 176, 200, 208], [103, 100, 135, 132], [80, 65, 112, 97], [104, 48, 136, 80], [81, 6, 113, 38], [45, 20, 77, 52]]"
223.tif,"[[190, 42, 222, 74], [123, 112, 155, 144], [23, 107, 55, 139], [50, 60, 82, 92], [146, -6, 178, 26]]"
224.tif,"[[134, 12, 166, 44], [34, 7, 66, 39], [-11, 86, 21, 118]]"
225.tif,"[[135, 178, 167, 210], [161, 130, 193, 162], [197, 19, 229, 51], [94, 64, 126, 96], [58, 39, 90, 71]]"
226.tif,"[[185, 156, 217, 188], [44, 174, 76, 206], [141, 108, 173, 140], [197, 95, 229, 127], [159, 49, 191, 81], [6, -1, 38, 31], [80, 63, 112, 95]]"
227.tif,"[[21, 187, 53, 219], [76, 175, 108, 207], [39, 129, 71, 161], [117, 104, 149, 136], [96, 51, 128, 83], [159, 47, 191, 79]]"
228.tif,"[[207, 164, 239, 196], [171, 178, 203, 210], [31, 196, 63, 228], [128, 130, 160, 162], [183, 118, 215, 150], [146, 72, 178, 104], [202, -5, 234, 27], [-7, 22, 25, 54], [66, 86, 98, 118]]"
229.tif,"[[188, 200, 220, 232], [157, 161, 189, 193], [110, 110, 142, 142], [-1, 178, 31, 210], [16, 61, 48, 93], [-6, 8, 26, 40], [57, 4, 89, 36], [110, 50, 142, 82]]"
230.tif,"[[60, 194, 92, 226], [38, 141, 70, 173], [101, 137, 133, 169], [154, 183, 186, 215], [79, 71, 111, 103]]"
231.tif,"[[113, 189, 145, 221], [92, 137, 124, 169], [155, 132, 187, 164], [208, 178, 240, 210], [132, 66, 164, 98]]"
232.tif,"[[147, -11, 179, 21], [193, 30, 225, 62], [208, 92, 240, 124], [138, 98, 170, 130], [148, 168, 180, 200], [105, 177, 137, 209], [74, 138, 106, 170], [26, 88, 58, 120], [27, 27, 59, 59]]"
233.tif,"[[193, 179, 225, 211], [59, 201, 91, 233], [22, 155, 54, 187], [100, 130, 132, 162], [78, 77, 110, 109], [141, 73, 173, 105], [194, 119, 226, 151], [119, 7, 151, 39]]"
234.tif,"[[185, 21, 217, 53], [9, 168, 41, 200]]"
235.tif,"[[85, 25, 117, 57], [94, 100, 126, 132], [168, 164, 200, 196], [29, 184, 61, 216], [5, 105, 37, 137], [-13, 42, 19, 74]]"
236.tif,"[[119, 8, 151, 40], [128, 83, 160, 115], [201, 147, 233, 179], [98, 192, 130, 224], [63, 167, 95, 199], [38, 88, 70, 120], [21, 25, 53, 57]]"
237.tif,"[[110, 185, 142, 217], [207, 119, 239, 151], [72, 10, 104, 42], [146, 74, 178, 106], [42, 119, 74, 151], [7, 94, 39, 126]]"
238.tif,"[[156, 134, 188, 166], [182, 86, 214, 118], [114, 20, 146, 52], [79, -4, 111, 28], [-6, 5, 26, 37]]"
239.tif,"[[159, 2, 191, 34], [168, 78, 200, 110], [138, 186, 170, 218], [103, 161, 135, 193], [79, 83, 111, 115], [61, 19, 93, 51], [18, 171, 50, 203]]"
240.tif,"[[208, 50, 240, 82], [128, 130, 160, 162], [110, 66, 142, 98], [27, 184, 59, 216], [0, 27, 32, 59]]"
241.tif,"[[170, 89, 202, 121], [179, 164, 211, 196], [89, 169, 121, 201], [72, 105, 104, 137]]"
242.tif,"[[193, 29, 225, 61], [148, 108, 180, 140]]"
243.tif,"[[184, 162, 216, 194], [143, 49, 175, 81], [108, 24, 140, 56], [23, 34, 55, 66]]"
244.tif,"[[182, 99, 214, 131], [102, 100, 134, 132], [59, 22, 91, 54], [34, 205, 66, 237]]"
245.tif,"[[90, 114, 122, 146], [106, 168, 138, 200], [189, 64, 221, 96]]"
246.tif,"[[38, 108, 70, 140], [54, 161, 86, 193], [137, 58, 169, 90]]"
247.tif,"[[-11, -13, 21, 19], [27, 49, 59, 81], [121, 74, 153, 106], [165, 91, 197, 123], [208, 114, 240, 146]]"
248.tif,"[[155, 186, 187, 218]]"
249.tif,"[[27, 38, 59, 70], [44, 92, 76, 124], [81, 155, 113, 187], [127, -12, 159, 20], [175, 179, 207, 211]]"
250.tif,"[[50, 35, 82, 67], [94, 52, 126, 84], [137, 74, 169, 106], [171, 104, 203, 136]]"
251.tif,"[[103, 7, 135, 39], [137, 36, 169, 68], [179, 56, 211, 88]]"
252.tif,"[[27, 29, 59, 61], [69, 52, 101, 84], [103, 81, 135, 113], [145, 101, 177, 133]]"
253.tif,"[[-6, 18, 26, 50], [36, 38, 68, 70], [60, 208, 92, 240], [-7, 205, 25, 237]]"
254.tif,"[[92, 128, 124, 160], [112, 157, 144, 189]]"
255.tif,"[[150, -4, 182, 28], [170, 25, 202, 57], [206, 77, 238, 109], [206, 197, 238, 229], [48, 197, 80, 229], [96, 135, 128, 167], [52, 76, 84, 108], [15, 74, 47, 106]]"
256.tif,"[[97, 10, 129, 42], [132, 63, 164, 95], [132, 183, 164, 215], [23, 120, 55, 152]]"
257.tif,"[[-4, 2, 28, 34], [16, 31, 48, 63], [52, 84, 84, 116], [170, 177, 202, 209], [52, 203, 84, 235]]"
258.tif,"[[36, 153, 68, 185], [103, 103, 135, 135], [164, 168, 196, 200]]"
259.tif,"[[22, 126, 54, 158], [89, 76, 121, 108], [150, 141, 182, 173], [191, 194, 223, 226]]"
260.tif,"[[144, 36, 176, 68], [168, 71, 200, 103], [206, 125, 238, 157], [-2, 110, 30, 142], [71, 119, 103, 151], [96, 180, 128, 212]]"
261.tif,"[[87, 7, 119, 39], [128, 59, 160, 91], [153, 94, 185, 126], [190, 148, 222, 180], [55, 142, 87, 174], [80, 203, 112, 235]]"
262.tif,"[[11, 135, 43, 167]]"
263.tif,"[[153, 85, 185, 117], [86, 107, 118, 139], [38, 196, 70, 228], [39, 94, 71, 126], [-4, 93, 28, 125], [-14, 169, 18, 201]]"
264.tif,"[[104, 49, 136, 81], [177, 58, 209, 90], [202, 119, 234, 151], [134, 181, 166, 213], [38, 71, 70, 103], [-11, 160, 21, 192], [-9, 58, 23, 90]]"
265.tif,"[[141, -6, 173, 26], [166, 54, 198, 86], [178, 96, 210, 128], [188, 179, 220, 211], [97, 116, 129, 148], [2, 7, 34, 39], [25, 168, 57, 200], [107, 179, 139, 211]]"
266.tif,"[[94, 0, 126, 32], [118, 35, 150, 67], [156, 89, 188, 121], [21, 83, 53, 115], [46, 144, 78, 176], [58, 186, 90, 218]]"
267.tif,"[[178, 198, 210, 230], [105, 12, 137, 44], [114, 94, 146, 126], [118, 164, 150, 196], [103, 204, 135, 236], [23, 32, 55, 64], [34, 94, 66, 126], [5, 153, 37, 185]]"
268.tif,"[[204, 7, 236, 39], [204, 132, 236, 164], [146, 141, 178, 173], [78, 204, 110, 236], [4, 18, 36, 50], [14, 100, 46, 132], [18, 170, 50, 202]]"
269.tif,"[[176, 124, 208, 156], [113, 20, 145, 52], [117, 90, 149, 122], [101, 130, 133, 162], [32, 20, 64, 52], [3, 79, 35, 111], [0, 137, 32, 169], [85, 190, 117, 222]]"
270.tif,"[[134, 39, 166, 71], [207, 48, 239, 80], [164, 170, 196, 202], [68, 61, 100, 93], [20, 149, 52, 181], [21, 47, 53, 79]]"
271.tif,"[[169, -13, 201, 19], [199, 119, 231, 151], [103, 9, 135, 41], [127, 171, 159, 203], [55, 98, 87, 130], [56, -4, 88, 28], [13, -5, 45, 27], [3, 70, 35, 102]]"
272.tif,"[[189, 51, 221, 83], [117, 103, 149, 135], [199, 114, 231, 146], [170, 172, 202, 204], [104, 188, 136, 220], [45, 30, 77, 62], [-7, 3, 25, 35]]"
273.tif,"[[206, -8, 238, 24], [138, 54, 170, 86], [66, 106, 98, 138], [148, 117, 180, 149], [119, 175, 151, 207], [53, 191, 85, 223], [-6, 33, 26, 65]]"
274.tif,"[[191, -4, 223, 28], [203, 38, 235, 70], [122, 59, 154, 91], [50, 111, 82, 143], [132, 121, 164, 153], [103, 179, 135, 211], [37, 195, 69, 227]]"
275.tif,"[[176, 49, 208, 81], [180, 119, 212, 151], [164, 159, 196, 191], [85, -13, 117, 19], [13, 39, 45, 71], [95, 49, 127, 81], [66, 107, 98, 139], [63, 166, 95, 198], [0, 123, 32, 155]]"
276.tif,"[[114, 11, 146, 43], [9, 33, 41, 65], [92, 60, 124, 92], [81, 112, 113, 144], [199, 81, 231, 113], [207, 122, 239, 154], [204, 164, 236, 196], [163, 188, 195, 220], [183, 115, 215, 147], [60, 150, 92, 182], [-9, 113, 23, 145], [39, 205, 71, 237]]"
277.tif,"[[116, 43, 148, 75], [202, 95, 234, 127], [97, 117, 129, 149], [53, 0, 85, 32], [179, 144, 211, 176], [168, 196, 200, 228], [78, 197, 110, 229], [-9, 204, 23, 236], [6, 129, 38, 161], [18, 70, 50, 102]]"
278.tif,"[[187, 27, 219, 59], [191, 97, 223, 129], [175, 137, 207, 169], [24, 17, 56, 49], [107, 27, 139, 59], [77, 85, 109, 117], [74, 144, 106, 176], [160, 196, 192, 228], [11, 101, 43, 133]]"
279.tif,"[[6, -12, 38, 20], [92, 41, 124, 73], [-13, 62, 19, 94], [70, 90, 102, 122], [59, 142, 91, 174], [177, 111, 209, 143], [185, 152, 217, 184], [181, 194, 213, 226], [161, 145, 193, 177], [38, 179, 70, 211]]"
280.tif,"[[206, 7, 238, 39], [101, 28, 133, 60], [184, 56, 216, 88], [173, 108, 205, 140], [152, 145, 184, 177], [83, 108, 115, 140], [54, 160, 86, 192], [131, 201, 163, 233], [-5, 116, 27, 148], [10, 41, 42, 73]]"
281.tif,"[[64, 11, 96, 43], [127, 55, 159, 87], [205, 90, 237, 122], [-11, 16, 21, 48], [58, 146, 90, 178], [66, 187, 98, 219], [42, 180, 74, 212]]"
282.tif,"[[148, -11, 180, 21], [176, 133, 208, 165], [108, 188, 140, 220], [1, 44, 33, 76], [9, 85, 41, 117], [6, 128, 38, 160], [-15, 79, 17, 111]]"
283.tif,"[[52, 20, 84, 52], [170, -11, 202, 21], [178, 30, 210, 62], [175, 72, 207, 104], [134, 96, 166, 128], [154, 23, 186, 55], [122, 120, 154, 152], [31, 58, 63, 90], [11, 113, 43, 145], [144, 157, 176, 189], [94, 189, 126, 221]]"
284.tif,"[[179, 101, 211, 133], [178, 169, 210, 201], [117, -15, 149, 17], [76, 9, 108, 41], [64, 33, 96, 65], [86, 70, 118, 102], [37, 103, 69, 135], [23, 160, 55, 192], [80, 200, 112, 232]]"
285.tif,"[[15, 1, 47, 33], [3, 53, 35, 85], [122, 22, 154, 54], [129, 63, 161, 95], [126, 105, 158, 137], [85, 129, 117, 161], [105, 56, 137, 88], [73, 153, 105, 185], [95, 190, 127, 222]]"
286.tif,"[[178, 129, 210, 161], [138, 185, 170, 217], [71, -15, 103, 17], [79, 26, 111, 58], [76, 69, 108, 101], [35, 93, 67, 125], [55, 20, 87, 52], [23, 117, 55, 149], [45, 154, 77, 186], [-5, 186, 27, 218]]"
287.tif,"[[108, 2, 140, 34], [191, 29, 223, 61], [180, 81, 212, 113], [159, 119, 191, 151], [90, 82, 122, 114], [62, 134, 94, 166], [138, 174, 170, 206], [44, 186, 76, 218], [3, 89, 35, 121], [18, 15, 50, 47]]"
288.tif,"[[184, 34, 216, 66], [155, 86, 187, 118], [138, 138, 170, 170], [205, 190, 237, 222], [19, 163, 51, 195], [111, 171, 143, 203], [78, 89, 110, 121], [96, 41, 128, 73], [-7, 14, 25, 46]]"
289.tif,"[[172, 14, 204, 46], [154, 94, 186, 126], [126, 146, 158, 178], [202, 186, 234, 218], [108, 198, 140, 230], [48, 149, 80, 181], [66, 101, 98, 133], [81, 26, 113, 58], [-14, 13, 18, 45]]"
290.tif,"[[138, 35, 170, 67], [208, 135, 240, 167], [117, 73, 149, 105], [48, 36, 80, 68], [20, 88, 52, 120], [97, 128, 129, 160], [2, 140, 34, 172], [180, 205, 212, 237], [70, 192, 102, 224]]"
291.tif,"[[145, 58, 177, 90], [116, 109, 148, 141], [193, 150, 225, 182], [99, 161, 131, 193], [72, 195, 104, 227], [39, 112, 71, 144], [57, 65, 89, 97], [72, -10, 104, 22]]"
292.tif,"[[197, -13, 229, 19], [156, 11, 188, 43], [144, 35, 176, 67], [33, 28, 65, 60], [166, 72, 198, 104], [117, 104, 149, 136], [6, 91, 38, 123], [103, 162, 135, 194], [160, 202, 192, 234]]"
293.tif,"[[196, 102, 228, 134], [156, 158, 188, 190], [97, -1, 129, 31], [94, 42, 126, 74], [53, 66, 85, 98], [73, -7, 105, 25], [41, 90, 73, 122], [63, 127, 95, 159], [14, 159, 46, 191]]"
294.tif,"[[189, -4, 221, 28], [140, 29, 172, 61], [29, 16, 61, 48], [-1, 142, 31, 174], [126, 86, 158, 118], [144, 143, 176, 175], [183, 126, 215, 158], [151, 203, 183, 235]]"
295.tif,"[[202, 43, 234, 75], [92, 30, 124, 62], [25, 92, 57, 124], [61, 156, 93, 188], [189, 100, 221, 132], [207, 157, 239, 189], [11, 196, 43, 228], [-2, 135, 30, 167], [-2, 12, 30, 44]]"
296.tif,"[[92, 16, 124, 48], [134, 86, 166, 118], [65, 139, 97, 171], [93, 187, 125, 219], [167, 134, 199, 166], [190, 160, 222, 192], [19, 202, 51, 234], [-12, 161, 20, 193], [42, 56, 74, 88], [28, -5, 60, 27]]"
297.tif,"[[207, 40, 239, 72], [168, 96, 200, 128], [166, 164, 198, 196], [65, 4, 97, 36], [52, 28, 84, 60], [74, 65, 106, 97], [25, 98, 57, 130], [11, 155, 43, 187], [69, 195, 101, 227]]"
298.tif,"[[147, 24, 179, 56], [146, 92, 178, 124], [162, 152, 194, 184], [54, -7, 86, 25], [5, 25, 37, 57], [-9, 83, 23, 115], [9, 139, 41, 171], [48, 123, 80, 155], [98, 152, 130, 184], [16, 199, 48, 231]]"
299.tif,"[[208, 7, 240, 39], [193, 149, 225, 181], [53, -2, 85, 30], [71, 55, 103, 87], [110, 38, 142, 70], [160, 67, 192, 99], [78, 115, 110, 147], [131, 171, 163, 203], [0, 172, 32, 204], [24, 198, 56, 230]]"
300.tif,"[[86, 8, 118, 40], [72, 65, 104, 97], [90, 122, 122, 154], [129, 105, 161, 137], [179, 135, 211, 167], [98, 182, 130, 214], [-13, 191, 19, 223]]"
301.tif,"[[128, 25, 160, 57], [181, 81, 213, 113], [17, 34, 49, 66], [50, 82, 82, 114], [73, 108, 105, 140], [95, 148, 127, 180], [4, 172, 36, 204]]"
302.tif,"[[191, 205, 223, 237], [90, 33, 122, 65], [129, 17, 161, 49], [179, 46, 211, 78], [97, 94, 129, 126], [150, 150, 182, 182], [-13, 103, 19, 135], [19, 151, 51, 183], [42, 177, 74, 209]]"
303.tif,"[[92, 49, 124, 81], [135, 119, 167, 151], [66, 172, 98, 204], [167, 167, 199, 199], [190, 193, 222, 225], [-12, 194, 20, 226], [42, 89, 74, 121], [29, 28, 61, 60]]"
304.tif,"[[36, 25, 68, 57], [64, 73, 96, 105], [137, 20, 169, 52], [161, 46, 193, 78], [182, 86, 214, 118], [91, 110, 123, 142], [87, 167, 119, 199], [15, 155, 47, 187], [-10, 88, 22, 120]]"
305.tif,"[[98, 19, 130, 51], [126, 67, 158, 99], [199, 15, 231, 47], [153, 105, 185, 137], [149, 161, 181, 193], [66, 205, 98, 237], [77, 150, 109, 182], [52, 83, 84, 115], [20, 42, 52, 74]]"
306.tif,"[[143, 6, 175, 38], [196, 62, 228, 94], [33, 15, 65, 47], [-8, 116, 24, 148], [65, 63, 97, 95], [89, 89, 121, 121], [110, 129, 142, 161], [19, 153, 51, 185]]"
307.tif,"[[19, 11, 51, 43], [164, 11, 196, 43], [203, -5, 235, 27], [171, 72, 203, 104], [61, 81, 93, 113], [-8, 133, 24, 165], [20, 181, 52, 213], [93, 129, 125, 161], [117, 155, 149, 187], [138, 194, 170, 226]]"
308.tif,"[[4, -7, 36, 25], [32, 41, 64, 73], [105, -12, 137, 20], [129, 14, 161, 46], [150, 54, 182, 86], [59, 78, 91, 110], [55, 135, 87, 167], [51, 205, 83, 237]]"
309.tif,"[[144, -6, 176, 26], [198, 51, 230, 83], [34, 3, 66, 35], [-7, 104, 25, 136], [66, 51, 98, 83], [90, 77, 122, 109], [111, 117, 143, 149], [20, 141, 52, 173], [16, 198, 48, 230]]"
310.tif,"[[132, 25, 164, 57], [128, 95, 160, 127], [50, 158, 82, 190], [24, 115, 56, 147], [49, 68, 81, 100], [60, 13, 92, 45]]"
311.tif,"[[186, 23, 218, 55], [109, 86, 141, 118], [65, 140, 97, 172], [22, 78, 54, 110], [83, 43, 115, 75], [107, -4, 139, 28], [7, 192, 39, 224]]"
312.tif,"[[168, 76, 200, 108], [125, 130, 157, 162], [82, 69, 114, 101], [142, 33, 174, 65], [167, -13, 199, 19], [67, 182, 99, 214], [23, 115, 55, 147], [41, 6, 73, 38], [38, 193, 70, 225]]"
313.tif,"[[70, 27, 102, 59], [54, 164, 86, 196], [9, 204, 41, 236], [11, 79, 43, 111]]"
314.tif,"[[169, 48, 201, 80], [126, 102, 158, 134], [83, 41, 115, 73], [143, 5, 175, 37], [68, 154, 100, 186], [24, 87, 56, 119], [-14, 117, 18, 149], [39, 165, 71, 197], [-7, 189, 25, 221]]"
315.tif,"[[196, 115, 228, 147], [153, 169, 185, 201], [110, 107, 142, 139], [170, 72, 202, 104], [195, 25, 227, 57], [51, 153, 83, 185], [70, 45, 102, 77], [13, 183, 45, 215]]"
316.tif,"[[138, 157, 170, 189], [52, 149, 84, 181], [112, 114, 144, 146], [137, 67, 169, 99], [148, 12, 180, 44], [55, 24, 87, 56], [-7, 196, 25, 228], [11, 87, 43, 119]]"
317.tif,"[[67, 3, 99, 35], [185, 16, 217, 48], [94, 40, 126, 72], [90, 97, 122, 129], [86, 167, 118, 199], [7, 141, 39, 173], [18, 85, 50, 117], [-7, 18, 25, 50]]"
318.tif,"[[173, -15, 205, 17], [105, 38, 137, 70], [132, 86, 164, 118], [206, 33, 238, 65], [160, 123, 192, 155], [156, 180, 188, 212], [84, 168, 116, 200], [58, 101, 90, 133], [27, 60, 59, 92], [-9, 180, 23, 212]]"
319.tif,"[[160, 83, 192, 115], [188, 131, 220, 163], [114, 146, 146, 178], [83, 105, 115, 137], [137, 0, 169, 32], [59, 8, 91, 40], [-12, 131, 20, 163], [-6, 39, 26, 71]]"
320.tif,"[[195, 178, 227, 210], [109, 170, 141, 202], [169, 135, 201, 167], [194, 89, 226, 121], [205, 33, 237, 65], [112, 45, 144, 77], [69, 108, 101, 140], [3, 40, 35, 72]]"
321.tif,"[[196, -15, 228, 17], [169, 108, 201, 140], [197, 156, 229, 188], [123, 171, 155, 203], [92, 130, 124, 162], [146, 25, 178, 57], [68, 33, 100, 65], [27, 9, 59, 41], [-3, 156, 29, 188], [3, 64, 35, 96]]"
